시도,수요기관,계약명,계약일,금액,업체명,구분,태그
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 1학기 AI 디지털교과서(천재교과서) 구독 용역,2025-06-26,4389250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 중학교 AI 디지털 교과서 사용 용역(비상교육),2025-06-27,64955000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 초등학교 AI 디지털 교과서 사용 용역(와이비엠),2025-06-27,45198750,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[동아출판(주)],2025-06-26,787500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025학년도 AI 디지털교과서 이용 계약(동아출판-공통),2025-06-25,53122500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 초·중학교 AI 디지털 교과서 사용 용역(천재교과서),2025-06-27,147127500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 1학기 초등학교 AI 디지털 교과서 사용 용역(와이비엠),2025-06-27,15330000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 1학기 초등학교 AI 디지털 교과서 사용 용역(천재교과서),2025-06-27,114799250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[(주)미래엔],2025-06-26,9900000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 AI 디지털교과서(천재교과서) 구독 용역,2025-06-26,12757500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 연단위용 AI 디지털교과서(AIDT) 사용 서비스 용역(천재교과서),2025-03-01,248535000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 1학기 AI 디지털교과서(와이비엠) 구독 용역,2025-06-26,3650000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 AI 디지털교과서(와이비엠) 구독 용역,2025-06-26,637500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 미래엔) 이용 용역 계약",2025-06-27,25090000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 비상교육) 이용 용역 계약",2025-06-27,34530000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 1학기용 AI 디지털교과서(AIDT) 사용 서비스 용역(천재교과서),2025-03-01,181072500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(교학사)(1년),2025-06-27,14160000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도인제교육지원청,2025학년도 1학기 AI 디지털교과서 서비스 공급 용역,2025-03-01,6311250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 천재교과서) 이용 용역 계약",2025-06-27,108172500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 연단위용AI디지털교과서(AIDT)사용 서비스 용역(비상교육),2025-03-01,144342500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025학년도 AI 디지털교과서 이용 계약(비상교육-공통),2025-06-25,131802500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 1학기 AIDT(AI디지털교과서, 천재교과서) 이용 용역 계약",2025-06-27,104301250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 천재교육) 이용 용역 계약",2025-06-27,9450000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도안성교육지원청,2025학년도 AI 디지털교과서 사용 용역(동아출판),2025-06-30,49807500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도광명교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 사용계약(학년단위)_동아출판,2025-06-30,17617500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학기 단위 AI 디지털교과서 사용 용역[(주)천재교과서],2025-06-27,25098000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 중1 영어 12개월 AIDT 사용계약 (동아출판),2025-06-30,7965000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[(주)천재교과서],2025-06-27,20790000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[(주)비상교육],2025-06-27,13635000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[(주)와이비엠],2025-06-26,1530000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학기 단위 AI 디지털교과서 사용 용역[(주)엔이능률],2025-06-27,7686000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025학년도 AI 디지털교과서 이용 계약(비상교육-1학기),2025-06-26,47603000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 AIDT(AI 디지털교과서) 용역 계약(교학사),2025-03-01,3120000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(천재교과서_학년단위),2025-06-27,100732500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)비상교육_학년단위),2025-06-26,60277500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(동아출판(주)_학년단위),2025-06-26,55755000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)아이스크림미디어_학년단위),2025-06-26,13140000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도김포교육지원청,2025학년도 1학기 AI 디지털교과서 사용계약_금성출판사(학기),2025-06-26,45900000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025학년도 AI 디지털교과서 이용 계약(엔이능률-공통),2025-06-26,19920000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도김포교육지원청,2025학년도 1학기 AI 디지털교과서 사용계약 체결_미래엔(학년),2025-06-26,21580000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)아이스크림미디어_학년단위),2025-06-26,13140000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)엔이능률_학년단위),2025-06-26,13380000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(천재교과서_학기단위),2025-06-26,66453000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 와이비엠) 이용 용역 계약",2025-06-27,7297500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)비상교육_학기단위),2025-06-26,20996000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도용인교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 공급 용역 계약(학년용),2025-06-30,9187500,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약((주)엔이능률_학기단위),2025-06-26,12558000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,2025학년도 학년 단위 AI 디지털교과서 사용 용역[(주)엔이능률],2025-06-27,1140000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025학년도 AI 디지털교과서 이용 계약(엔이능률-1학기),2025-06-26,32324000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(동아출판(주)_학년단위),2025-06-26,55755000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 1학기 초등학교 AI 디지털교과서 서비스 공급 용역 (천재교과서),2025-06-30,84074500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 초등학교 AI 디지털교과서 서비스 공급 용역,2025-06-30,10395000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
