"과학고·특성화고 에듀테크 활용사례 DB (2023.1~2026.7, 웹 공개자료 기반)",,,,,,,,,,,
,,,,,,,,,,,
연번,학교명,학교유형,지역,제품/서비스명,제품 카테고리,활용 시기,활용 내용,출처 유형,출처 URL,신뢰도,비고
224,울산생활과학고등학교,특성화고,울산,AI활용 취업역량 강화캠프,AI 교육 프로그램,2025,나라장터 계약정보 API — 1학년 AI활용 취업역량 캠프 460만,나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
225,평촌과학기술고등학교,특성화고,경기 안양,"응용SW·그래픽 SW·MS제품군, 생성형 AI 캠프",기본 SW·AI 교육,2023~2025(5건),나라장터 계약정보 API — 응용SW 955만(2025)·생성형AI 포트폴리오 캠프 500만·AI융합 미래설계 635만(2025)·MS 674만(2024)·그래픽 SW 506만(2023·2024),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
226,평촌경영고등학교,특성화고,경기 안양,"넷클래스, Adobe·MS, AI역량검사 시스템, 클라우드 실습실",기본 SW·AI 취업,2023~2025(6건),나라장터 계약정보 API — 넷클래스 200만(2025)·210만(2023)·Adobe 627만·MS 943만(2024)·AI역량검사 600만(2023.11)·회계실무 가상화 클라우드 636만(2023),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
227,양영디지털고등학교,특성화고,경기 성남,"Adobe(도제), XR콘텐츠 저작도구, AI자율주행차, AI실습키트",전공 특화 SW·AI 교구,2023~2025(5건),"나라장터 계약정보 API — 도제 Adobe 627만(2025)·607만(2024)·506만(2023)·XR저작도구 4,895만(2024.10)·AI자율주행차 1,200만(2023)·AI네트워크과 마스터키트 1,269만(2025)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
228,수원농생명과학고등학교,특성화고,경기 수원,"아이엠티처·아이엠스쿨, Adobe, 통합복구 SW",학교 소통·기본 SW,2023~2025(5건),나라장터 계약정보 API — 아이엠티처 연간 132만(2025)·아이엠스쿨 132만(2024)·127만(2023)·디자인실습실 Adobe 132만(2025)·통합복구 SW 358만(2025),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
229,경기도공업계고등학교공동실습소,특성화고,경기,직무역량강화 소프트웨어,전공 특화 SW,2025.4,나라장터 계약정보 API — 직무역량강화 SW 500만,나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
230,경기모바일과학고등학교,특성화고,경기 안양,Adobe·MS 라이선스,기본 SW,2023~2025(5건),"나라장터 계약정보 API — Adobe 1,104만·1,204만(2025)·1,254만(2024)·MS 568만(2024)·응용SW 1,285만(2023)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
231,전주공업고등학교,특성화고,전북 전주,"AiDr.CAFE 창업동아리 교구, 캠SW·CNC시뮬레이터",AI 교구·전공 SW,2024~2025,"나라장터 계약정보 API — AiDr.CAFE 머신엔지니어 동아리 물품 216만(2025)·캠SW+CNC시뮬 5,770만(2024.7)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
232,양산인공지능고등학교,특성화고,경남 양산,AI융합 로봇 장비·공정제어(신설 개교 인프라),AI 실습장비(대형),2024~2025,"나라장터 계약정보 API — AI융합팩토리과 AI융합 로봇 장비 7억 4,579만(2025, 본 DB 최대)·창원기계공고 대행 공정제어 1.45억·수직밀링 4.69억(2024, 기계장비)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 — 신설 AI 특성화고 개교 투자
233,부산기계공업고등학교,특성화고,부산,"캠소프트웨어(5축·3차원), MS, AI메이커실·AI스마트로봇",전공 특화 SW·AI 인프라,2023~2025(5건),"나라장터 계약정보 API — 5축용 캠SW 2,608만·3차원용 캠SW 5,869만(2025)·MS 1,543만(2024)·AI스마트로봇시스템 1.23억(2023)·AI메이커실 재료(2023~24)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
234,경기상업고등학교,특성화고,서울,Adobe(그래픽·영상 수업),그래픽 SW,2025,나라장터 계약정보 API — 컴퓨터그래픽·영상편집 수업 Adobe 627만,나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
235,경남항공고등학교,특성화고,경남 고성,소프트웨어 외 2종(대형),전공 특화 SW,2025,"나라장터 계약정보 API — 소프트웨어 외 2종 1억 8,244만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
236,창의경영고등학교,특성화고,경기 수원,Adobe 제품군·MS,기본 SW,2023~2025(4건),나라장터 계약정보 API — Adobe 581만(2025)·564만(2024)·546만(2023)·MS 674만(2024),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
237,한국문화영상고등학교,특성화고,경기 부천,"디자인·영상 SW, MS제품군",그래픽 SW,2023~2025(4건),나라장터 계약정보 API — 디자인콘텐츠과 SW 157만(2025)·영상콘텐츠과 SW 803만(2024)·MS 366만(2024)·영상비즈니스과 SW 640만(2023),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
238,신일비즈니스고등학교,특성화고,경기 고양,"Adobe CCT, 응용·사무용 SW, NetClass DMS",기본 SW·실습실 관리,2023~2025(6건),"나라장터 계약정보 API — SW 사용권 1,028만(2025)·응용 991만·사무 635만(2024)·Adobe CCT 820만(2023)·NetClass DMS 532만(2023.1)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
239,구미전자공업고등학교,특성화고,경북 구미,"AI시스템운영장치, 그래픽 SW",AI 실습장비·그래픽 SW,2024~2025,"나라장터 계약정보 API — AI시스템운영장치 등 3종 3,113만(2025.6)·그래픽SW 1,100만(2024.6)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
240,경남자동차고등학교,특성화고,경남 진주,"AI협동로봇·AI스마트제어 실습장치, CAM SW, 항공우주 품질경영 교육 라이선스",AI 실습장비·전공 SW,2023~2025(6건),"나라장터 계약정보 API — AI협동로봇 외 4.48억(2025)·3,448만(2024)·AI스마트제어 1.88억(2024.12)·3차원측정기 1.63억(2024.1)·CAM 1,032만(2023)·항공우주 품질경영 라이선스 2,700만(2023.12)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
241,매향여자정보고등학교,특성화고,경기 수원,"넷클래스, Adobe, AI실습용 레고, 에듀테크 제작 장비",기본 SW·AI 교구,2023~2025(5건),나라장터 계약정보 API — 넷클래스 220만(2025)·Adobe 771만(2024.12)·405만(2023.12)·AI실습용레고 538만(2025.1)·에듀테크 콘텐츠 제작 장비(2023),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
242,수원정보과학고등학교,특성화고,경기 수원,"Adobe(연장), AICE, 넷클래스, AI기반 직무역량 SW, 클라우드PC, AI융합전자과 교구(Go2·알파미니·알티노)",기본 SW·AI 취업·AI 교구,2023~2025(8건+),"나라장터 계약정보 API — AI융합전자과 교구 3건 2,933만(2025.1)·Adobe 연장 1,442만(2024)·AICE 프로그램 280만(2023.12)·넷클래스9.0 356만·AI직무역량 SW 505만·SW연장 1,164만·클라우드PC SW 1,391만·도제 프로그래밍 SW 277만(2023)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
243,경기과학고등학교,영재학교,경기 수원,SW-AI 교육지원사업 공간·수업교구,AI 교육 인프라,2023~2025(3건),"나라장터 계약정보 API — SW-AI 교육지원공간 수업교구 2,199만(2023.11)·비조달물품 1,841만·공간조성(2024~25)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
244,창원기계공업고등학교,특성화고,경남 창원,"반도체 전자과 3D SW, 도제 CAM·시뮬레이션, 머신러닝 SW·AI자율주행 실습장비",전공 특화 SW(대형),2023~2025(4건),"나라장터 계약정보 API — 반도체 전자과 3D용 SW 1억 8,810만(2025.1)·도제 CAM+시뮬 1.14억(2023.6)·머신러닝·AI자율주행 장비 1,400만·머신러닝 SW 1,800만(2023)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 — 기존 EdgeCAM 교차검증 학교의 추가 계약
245,부산전자공업고등학교,특성화고,부산,"반도체설계 SW(대형), 회로설계 SW, 응용 SW",전공 특화 SW(대형),2023~2025(4건),"나라장터 계약정보 API — 체제개편 반도체설계SW 2억 8,665만(2025.2, 2건)·회로설계 SW 4,830만(2023.9)·기계자동차과 응용SW 990만(2024)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
246,인천반도체고등학교,특성화고,인천,"아날로그회로설계 SW, Adobe",전공 특화 SW,2024~2025,"나라장터 계약정보 API — 아날로그회로설계 SW 8,687만(2025.1)·Adobe 1년 627만(2024.5)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
247,청주공업고등학교,특성화고,충북 청주,"스마트설비 SW, 응용 SW, AI자율주행자동차·AI 4족보행로봇(공동실습소)",전공 특화 SW·AI 장비,2023~2025(5건),"나라장터 계약정보 API — 재구조화 스마트설비 SW 6,826만(2025.1)·응용SW 6,826만(2023.8)·2,715만(2023.2)·AI자율주행차 7,000만(2023.9)·AI 4족로봇 965만(2023.12)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
248,진주기계공업고등학교,특성화고,경남 진주,"SCADA·역설계·자동제어·CAD 교육용 SW, 항공우주 품질경영 라이선스",전공 특화 SW(대형),2023~2025(6건),"나라장터 계약정보 API — 전자기계과 교육용SW 6,600만(2025.1)·SCADA 외 1.21억·역설계 2,540만·도제 자동제어 3,040만(2023.11~12)·항공기계과 CAD 3,369만(2023.2)·항공우주품질 교육 3,000만(2023.9)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
249,군산기계공업고등학교,특성화고,전북 군산,CNC 시뮬레이션 SW 등 7종,전공 특화 SW,2024.12~2025.1,"나라장터 계약정보 API — CNC 시뮬레이션 SW 등 7종 6,119만(동일건 2건 게시)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
250,경민비즈니스고등학교,특성화고,경기 의정부,"Adobe·MS Office, 파워디렉터",기본 SW,2023~2025(5건),나라장터 계약정보 API — Adobe 425만(2025.1)·520만+MS 520만(2024)·포토샵 850만·파워디렉터 396만+136만(2023),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
251,수원공업고등학교,특성화고,경기 수원,"건축디자인 SW(임대), 융합소프트웨어과 클라우드 SW",전공 특화 SW,2023~2024,"나라장터 계약정보 API — 건축디자인과 SW 임대 1,485만(2024.1)·융합SW과 클라우드 시스템 896만(2023.8)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
252,한국에너지마이스터고등학교,마이스터고,강원 삼척,"AI DTS 산업용 로봇·AI 융합형 로봇 제어 시스템, AI 면접정보 시스템",AI 실습장비(대형)·AI 취업,2024(4건),"나라장터 계약정보 API — AI DTS 로봇 3.50억+AI융합 로봇제어 3.19억(2024.8·10)·AI면접정보시스템 7,700만(2024.1)·기계SW개발실 기자재 2,325만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
253,금오공업고등학교,특성화고,경북 구미,CAM 소프트웨어(NCS),전공 특화 SW,2023~2024(2건),"나라장터 계약정보 API — CAM SW 4,876만(2024.10)·4,846만(2023.1)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
254,이화여자대학교병설미디어고등학교,특성화고,서울,"노크(AI 교육솔루션), 생성형 AI VR모니터",AI 코스웨어·장비,2024(2건),"나라장터 계약정보 API — 노크 395만(2024.4)·영상정보과 생성형AI VR모니터 1,186만(2024.10)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
255,여수정보과학고등학교,특성화고,전남 여수,"AI디자인과·AI경영과 실습 기자재, AI교육 교구",AI 학과 인프라,2024(3건),"나라장터 계약정보 API — AI디자인과 8,330만·AI경영과 1,970만·AI교구 900만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
256,인천전자마이스터고등학교,마이스터고,인천,반도체설계도구(라이선스·서버),전공 특화 SW,2024.11,"나라장터 계약정보 API — 반도체설계도구 5,020만(기존 2025년 3,000만 계약과 별건)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
257,김제농생명마이스터고등학교,마이스터고,전북 김제,드론 물류수송 시뮬레이터 SW,전공 특화 SW,2024.11,"나라장터 계약정보 API — 드론물류수송 교육 시뮬레이터용 SW 1,565만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
258,대구공업고등학교,특성화고,대구,"CAM SW(친환경자동차), AI자율주행 키트, 그래픽 SW",전공 특화 SW·AI 교구,2023~2024(3건),"나라장터 계약정보 API — 친환경자동차과 CAM 3,516만(2024.11)·AI자율주행키트 5,500만(2023.11)·그래픽SW 1,980만(2023.2)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
259,대중금속공업고등학교,특성화고,대구,"UI/UX 개발 SW, 영상편집 SW, 교육용 SW",그래픽·기본 SW,2023~2024(3건),나라장터 계약정보 API — UI/UX SW 627만(2024.11)·교육용 SW 973만(2023.10)·영상편집 SW 550만(2023.11),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
260,안산디자인문화고등학교,특성화고,경기 안산,"Adobe CC, 생성형 AI 이미지 SW, 방송자막 SW",그래픽 SW·생성형 AI,2024(4건),"나라장터 계약정보 API — 어도비CC 1,016만(2024.11)·라이선스 768만(2024.7)·생성형AI 이미지 교육 SW 180만(2024.4)·자막 SW 112만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
261,성남테크노과학고등학교,특성화고,경기 성남,"건축디자인 SW, Adobe, MS제품군, 클라우드실 구축 SW, 에듀테크 전자칠판",전공·기본 SW,2023~2024(6건),나라장터 계약정보 API — 건축 SW 818만·282만(2024)·Adobe 865만·클라우드실 SW 833만(2023.12)·MS 655만(2024)·에듀테크 전자칠판 300만(2024.1),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
262,대구일마이스터고등학교,마이스터고,대구,AI비전로봇시스템(산업용로봇실험장치),AI 실습장비,2024.11,"나라장터 계약정보 API — 생산자동화과 AI비전로봇시스템 6,844만",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
263,경북기계공업고등학교,특성화고,대구,"AI이미지 비전 로봇, CPS 디지털트윈 SW, PC기반제어 AI 실습장비",AI 실습장비·SW,2024(3건),"나라장터 계약정보 API — AI이미지비전로봇 5,533만·CPS 디지털트윈 4,693만(2024.12)·PC기반제어 AI 장비 2.76억(2024.2)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 야간 OpenAPI 수집
